window_id,window_start,window_end,date,day_name,window_index,flow_count,packet_rate,byte_rate,mean_flow_duration,std_flow_duration,short_flow_ratio,mean_packet_size,packet_length_variability,fwd_bwd_packet_ratio,unique_dst_ports,unique_dst_ips,tcp_flow_ratio,syn_packet_ratio,is_attack_window,attack_category,attack_categories_present,is_attack,dataset_day,global_position
20170703_1435,2017-07-03 14:35:00,2017-07-03 14:35:59,2017-07-03,Monday,40,353,8512.65,10673695.75,23943543.847025495,34661262.91163954,0.5807365439093485,1253.86286878939,155.55771445425765,0.7540015865548065,7,121,0.2804532577903683,0.0003504588269614,0,BENIGN,BENIGN,0,Monday,41
20170703_1436,2017-07-03 14:36:00,2017-07-03 14:36:59,2017-07-03,Monday,41,194,79.93333333333334,53588.433333333334,17649803.70103093,33875787.805952474,0.6391752577319587,670.4140950792327,144.39102581916924,0.9531758957654723,12,40,0.345360824742268,0.0233527939949958,0,BENIGN,BENIGN,0,Monday,42
20170703_1437,2017-07-03 14:37:00,2017-07-03 14:37:59,2017-07-03,Monday,42,881,8472.633333333333,10490293.1,21175852.968217935,38661426.886797346,0.6753688989784336,1238.138449675229,110.84998935922486,0.7502521957383224,14,137,0.2690124858115778,0.0007435704759244,0,BENIGN,BENIGN,0,Monday,43
20170703_1438,2017-07-03 14:38:00,2017-07-03 14:38:59,2017-07-03,Monday,43,1285,433.93333333333334,247753.81666666668,16776950.701945525,33936781.90726663,0.6443579766536965,570.949032109387,216.9179169589776,0.9163170677853832,14,185,0.3587548638132296,0.0364879397756951,0,BENIGN,BENIGN,0,Monday,44
20170703_1439,2017-07-03 14:39:00,2017-07-03 14:39:59,2017-07-03,Monday,44,1208,8615.483333333334,10618382.633333333,21196084.303807948,36774367.49987782,0.5802980132450332,1232.476719239973,207.82663352084313,0.7610026469716532,11,245,0.3940397350993377,0.0017120339543728,0,BENIGN,BENIGN,0,Monday,45
20170703_1440,2017-07-03 14:40:00,2017-07-03 14:40:59,2017-07-03,Monday,45,855,175.35,54316.2,16029588.19766082,35789105.428894594,0.7216374269005847,309.7587681779299,127.34474170508692,1.0578916487385095,14,117,0.3005847953216374,0.0387795836897633,0,BENIGN,BENIGN,0,Monday,46
20170703_1441,2017-07-03 14:41:00,2017-07-03 14:41:59,2017-07-03,Monday,46,611,7317.283333333334,9083570.45,23865592.412438624,41345586.17951161,0.6284779050736498,1241.3856394791328,152.36163269925822,0.7550708763401744,12,148,0.3338788870703764,0.0006195377610543,0,BENIGN,BENIGN,0,Monday,47
20170703_1442,2017-07-03 14:42:00,2017-07-03 14:42:59,2017-07-03,Monday,47,762,225.6,82101.46666666666,29755390.968503937,44327650.21361712,0.5485564304461942,363.92494089834514,191.1231713043578,1.039011899382437,11,161,0.4081364829396325,0.0421099290780141,0,BENIGN,BENIGN,0,Monday,48
20170703_1443,2017-07-03 14:43:00,2017-07-03 14:43:59,2017-07-03,Monday,48,1964,434.3833333333333,144939.8,15798663.962830955,34811882.28840433,0.6705702647657841,333.6679584084718,175.5114324466622,0.9826563213144682,10,244,0.3579429735234216,0.0514522503165406,0,BENIGN,BENIGN,0,Monday,49
20170703_1444,2017-07-03 14:44:00,2017-07-03 14:44:59,2017-07-03,Monday,49,476,197.0,128612.11666666668,24502044.31512605,39706975.90842152,0.5945378151260504,652.8533840947547,106.17080656458232,0.8147067853853239,11,117,0.2857142857142857,0.015736040609137,0,BENIGN,BENIGN,0,Monday,50
20170703_1445,2017-07-03 14:45:00,2017-07-03 14:45:59,2017-07-03,Monday,50,2315,776.6833333333333,521414.7833333333,19392151.86047516,37713516.42236857,0.6302375809935206,671.335100105148,148.69223075009467,0.8359531970216286,19,301,0.3084233261339092,0.0298920624020943,0,BENIGN,BENIGN,0,Monday,51
20170703_1446,2017-07-03 14:46:00,2017-07-03 14:46:59,2017-07-03,Monday,51,1270,353.4,201913.96666666667,14128823.266141731,31770353.585941684,0.7110236220472441,571.3468213544614,95.25944922080288,0.9110490266762796,35,174,0.2417322834645669,0.0254668930390492,0,BENIGN,BENIGN,0,Monday,52
20170703_1447,2017-07-03 14:47:00,2017-07-03 14:47:59,2017-07-03,Monday,52,1765,410.78333333333336,200930.06666666668,14554602.460056655,33538830.201590497,0.6963172804532578,489.1387998539376,146.27104425574285,0.954639175257732,30,208,0.2662889518413597,0.0357852882703777,0,BENIGN,BENIGN,0,Monday,53
20170703_1448,2017-07-03 14:48:00,2017-07-03 14:48:59,2017-07-03,Monday,53,1107,7231.666666666667,10583615.816666666,22230882.128274616,38869355.38121129,0.5718157181571816,1463.50990781286,163.3069738015415,0.8578505673303362,17,211,0.3595302619692863,0.0015717907351924,0,BENIGN,BENIGN,0,Monday,54
20170703_1449,2017-07-03 14:49:00,2017-07-03 14:49:59,2017-07-03,Monday,54,3152,642.4666666666667,233937.85,13482920.694162436,31571593.298196144,0.6963832487309645,364.1244941371796,157.2895520323512,1.006193078324226,26,377,0.287753807106599,0.0464096710594583,0,BENIGN,BENIGN,0,Monday,55
20170703_1450,2017-07-03 14:50:00,2017-07-03 14:50:59,2017-07-03,Monday,55,851,261.8333333333333,129968.83333333331,25245409.871915393,41352831.35457607,0.5475910693301997,496.38001273074474,153.66749586796385,1.022007722007722,28,202,0.3666274970622796,0.0319541693189051,0,BENIGN,BENIGN,0,Monday,56
20170703_1451,2017-07-03 14:51:00,2017-07-03 14:51:59,2017-07-03,Monday,56,1478,303.06666666666666,101595.35,16646527.99661705,33950436.10606861,0.6163734776725305,335.22442806863177,149.94991137946468,1.0038567493112949,19,288,0.3687415426251691,0.0496040475142982,0,BENIGN,BENIGN,0,Monday,57
20170703_1452,2017-07-03 14:52:00,2017-07-03 14:52:59,2017-07-03,Monday,57,1640,346.1666666666667,147109.46666666667,12783258.160365852,32458844.551203884,0.7585365853658537,424.9671641791045,194.78168699674683,0.967696097006442,18,144,0.3396341463414634,0.0497833413577274,0,BENIGN,BENIGN,0,Monday,58
20170703_1453,2017-07-03 14:53:00,2017-07-03 14:53:59,2017-07-03,Monday,58,1751,419.5833333333333,176216.98333333334,16203880.956596231,33751059.73179029,0.663049685893775,419.98089374379344,163.45148896537088,0.9452943903569772,18,326,0.3792118789263278,0.0490963257199602,0,BENIGN,BENIGN,0,Monday,59
20170703_1454,2017-07-03 14:54:00,2017-07-03 14:54:59,2017-07-03,Monday,59,1023,291.28333333333336,155544.85,15678514.873900292,34731547.79426703,0.6627565982404692,533.9984551124335,133.02211667023647,0.872107969151671,23,144,0.3450635386119257,0.0327859472449505,0,BENIGN,BENIGN,0,Monday,60
20170703_1455,2017-07-03 14:55:00,2017-07-03 14:55:59,2017-07-03,Monday,60,1153,217.06666666666663,62724.96666666667,16908117.717259325,36114756.65966339,0.6418039895923677,288.96636977886976,103.88625384620312,1.0162538699690402,19,184,0.3044232437120555,0.0443796068796068,0,BENIGN,BENIGN,0,Monday,61
20170703_1456,2017-07-03 14:56:00,2017-07-03 14:56:59,2017-07-03,Monday,61,471,81.66666666666667,29526.85,14179293.146496816,31078323.85133213,0.5626326963906582,361.55326530612246,91.601373506242,1.123483535528596,18,87,0.3566878980891719,0.0457142857142857,0,BENIGN,BENIGN,0,Monday,62
20170703_1457,2017-07-03 14:57:00,2017-07-03 14:57:59,2017-07-03,Monday,62,751,181.7,87859.56666666667,16155788.235685753,33797729.0886365,0.6125166444740346,483.5419189139607,118.80619727636451,1.0023875114784206,17,134,0.3089214380825565,0.0371491469455145,0,BENIGN,BENIGN,0,Monday,63
20170703_1458,2017-07-03 14:58:00,2017-07-03 14:58:59,2017-07-03,Monday,63,1366,413.03333333333336,215290.85,18536198.187408492,35833895.8912369,0.6171303074670571,521.2432814139295,171.35586566743694,0.8905332214509116,29,204,0.3338213762811127,0.0351868291501896,0,BENIGN,BENIGN,0,Monday,64
20170703_1459,2017-07-03 14:59:00,2017-07-03 14:59:59,2017-07-03,Monday,64,1552,377.65,145803.36666666667,19201789.25579897,36893714.28949296,0.6237113402061856,386.08067434573456,165.74366068324468,0.992087912087912,22,249,0.3286082474226804,0.043205790193742,0,BENIGN,BENIGN,0,Monday,65
20170703_1500,2017-07-03 15:00:00,2017-07-03 15:00:59,2017-07-03,Monday,65,1216,257.1666666666667,120553.38333333332,13501515.63486842,26935653.92071736,0.5978618421052632,468.7753078418665,159.33518571581445,0.9204729309271936,27,208,0.3273026315789473,0.0469215813350615,0,BENIGN,BENIGN,0,Monday,66
20170703_1501,2017-07-03 15:01:00,2017-07-03 15:01:59,2017-07-03,Monday,66,2076,629.9666666666667,297691.1666666667,16711367.381984586,35380405.83958023,0.6526974951830443,472.5506640562993,189.517454296126,0.938807960607304,27,265,0.4267822736030828,0.042727128419493,0,BENIGN,BENIGN,0,Monday,67
20170703_1502,2017-07-03 15:02:00,2017-07-03 15:02:59,2017-07-03,Monday,67,1237,423.01666666666665,275317.26666666666,12666945.481002426,28481376.88019756,0.6475343573160873,650.8425987943738,217.12034145282885,0.8232885568565477,11,206,0.4624090541632983,0.0401875418620227,0,BENIGN,BENIGN,0,Monday,68
20170703_1503,2017-07-03 15:03:00,2017-07-03 15:03:59,2017-07-03,Monday,68,1451,391.6,123257.48333333334,7148095.21984838,22823872.61825053,0.7767057201929704,314.753532516173,238.74580161239072,1.191884328358209,9,229,0.5740868366643694,0.0678838951310861,0,BENIGN,BENIGN,0,Monday,69
20170703_1504,2017-07-03 15:04:00,2017-07-03 15:04:59,2017-07-03,Monday,69,790,258.1333333333333,138306.6,14979826.11392405,32290773.508092687,0.6012658227848101,535.7951962809917,198.15392568901183,0.9748820604360576,14,164,0.5430379746835443,0.0426782024793388,0,BENIGN,BENIGN,0,Monday,70
20170703_1505,2017-07-03 15:05:00,2017-07-03 15:05:59,2017-07-03,Monday,70,706,203.6,111262.03333333334,15293633.007082151,32370480.970342617,0.6388101983002833,546.4736411263916,150.11608294864183,0.8666157372039724,11,104,0.3711048158640226,0.0390471512770137,0,BENIGN,BENIGN,0,Monday,71
20170703_1506,2017-07-03 15:06:00,2017-07-03 15:06:59,2017-07-03,Monday,71,1843,457.9166666666667,165928.0,19900441.255561583,39933296.08242332,0.6663049376017363,362.3541401273885,216.4433301627176,1.038883941822499,12,247,0.4487249050461204,0.0587079162875341,0,BENIGN,BENIGN,0,Monday,72
20170703_1507,2017-07-03 15:07:00,2017-07-03 15:07:59,2017-07-03,Monday,72,438,160.1,82910.73333333334,25319164.351598173,41774278.63005148,0.4452054794520548,517.8684155735998,187.72802081985557,1.0081521739130437,11,90,0.541095890410959,0.0439308765354986,0,BENIGN,BENIGN,0,Monday,73
20170703_1508,2017-07-03 15:08:00,2017-07-03 15:08:59,2017-07-03,Monday,73,1828,415.06666666666666,147280.43333333332,14973767.463894969,34103430.78904535,0.7089715536105032,354.8356087375522,178.2324758650324,1.0464256368118323,11,217,0.3490153172866521,0.0478236427883071,0,BENIGN,BENIGN,0,Monday,74
20170703_1509,2017-07-03 15:09:00,2017-07-03 15:09:59,2017-07-03,Monday,74,860,223.7,84208.4,13384825.820930231,27558485.62731128,0.5720930232558139,376.4345105051408,246.56462933756887,1.0685775928494374,12,175,0.55,0.0657875130382953,0,BENIGN,BENIGN,0,Monday,75
20170703_1510,2017-07-03 15:10:00,2017-07-03 15:10:59,2017-07-03,Monday,75,1461,417.53333333333336,212516.25,13245854.70020534,31027521.61844961,0.6543463381245722,508.9803209324605,179.80101214230174,0.92360257985258,12,213,0.3969883641341546,0.0448267603384959,0,BENIGN,BENIGN,0,Monday,76
20170703_1511,2017-07-03 15:11:00,2017-07-03 15:11:59,2017-07-03,Monday,76,628,268.95,167367.2,18471724.96019108,35764313.78138412,0.5095541401273885,622.2985685071575,202.02768155232724,0.9248568702290076,13,141,0.5031847133757962,0.0325339282394497,0,BENIGN,BENIGN,0,Monday,77
20170703_1512,2017-07-03 15:12:00,2017-07-03 15:12:59,2017-07-03,Monday,77,619,116.61666666666666,23311.033333333333,10377947.604200322,25069625.84748691,0.691437802907916,199.89452622552523,195.0590470473838,1.2698670126500162,9,141,0.5250403877221325,0.0878948120623124,0,BENIGN,BENIGN,0,Monday,78
20170703_1513,2017-07-03 15:13:00,2017-07-03 15:13:59,2017-07-03,Monday,78,899,380.03333333333336,225978.2,16929032.47942158,35424530.1805886,0.6373748609566184,594.627313393562,209.9892454078004,0.907721910817368,15,166,0.453837597330367,0.0333742654153144,0,BENIGN,BENIGN,0,Monday,79
20170703_1514,2017-07-03 15:14:00,2017-07-03 15:14:59,2017-07-03,Monday,79,1085,255.21666666666667,108562.73333333334,13146921.112442397,31996196.588187367,0.6700460829493088,425.3747795990335,159.70167966057335,0.9399543957436028,16,149,0.36036866359447,0.0501534643766734,0,BENIGN,BENIGN,0,Monday,80
20170703_1515,2017-07-03 15:15:00,2017-07-03 15:15:59,2017-07-03,Monday,80,262,83.13333333333334,31100.983333333337,14769505.73664122,30239015.656213883,0.4312977099236641,374.10966319166,170.6813580651574,1.1606756171502814,14,74,0.6259541984732825,0.0581395348837209,0,BENIGN,BENIGN,0,Monday,81
20170703_1516,2017-07-03 15:16:00,2017-07-03 15:16:59,2017-07-03,Monday,81,367,71.41666666666667,18549.2,14745431.997275203,31543225.321128342,0.5749318801089919,259.7320886814469,162.13961472985392,1.1323383084577114,8,92,0.4332425068119891,0.0625437572928821,0,BENIGN,BENIGN,0,Monday,82
20170703_1517,2017-07-03 15:17:00,2017-07-03 15:17:59,2017-07-03,Monday,82,745,307.2,172610.65,16188142.667114094,34592053.44354966,0.610738255033557,561.8836263020834,210.48613114969527,0.9474907554146856,11,144,0.487248322147651,0.0362413194444444,0,BENIGN,BENIGN,0,Monday,83
20170703_1518,2017-07-03 15:18:00,2017-07-03 15:18:59,2017-07-03,Monday,83,666,278.75,167882.73333333334,18431041.855855856,37090802.292182475,0.5480480480480481,602.2698953662182,186.4219234328688,0.8107610696113456,11,101,0.4534534534534534,0.0352167414050822,0,BENIGN,BENIGN,0,Monday,84
20170703_1519,2017-07-03 15:19:00,2017-07-03 15:19:59,2017-07-03,Monday,84,1232,339.6,163762.36666666667,14827391.845779222,30542330.40431254,0.6071428571428571,482.22133882999606,184.0357253211346,0.9410363878834064,12,249,0.3887987012987013,0.0468688653317628,0,BENIGN,BENIGN,0,Monday,85
20170703_1520,2017-07-03 15:20:00,2017-07-03 15:20:59,2017-07-03,Monday,85,908,168.31666666666666,51002.9,14110786.5,30470849.15686817,0.6365638766519823,303.0175264877711,176.7912535658975,1.0268914308649408,11,164,0.3623348017621145,0.061689276165957,0,BENIGN,BENIGN,0,Monday,86
20170703_1521,2017-07-03 15:21:00,2017-07-03 15:21:59,2017-07-03,Monday,86,880,228.31666666666663,82645.0,18673317.61477273,35464206.72581373,0.5170454545454546,361.97532666618,189.7372659108254,1.0423375074537866,14,208,0.475,0.0551865099642309,0,BENIGN,BENIGN,0,Monday,87
20170703_1522,2017-07-03 15:22:00,2017-07-03 15:22:59,2017-07-03,Monday,87,1429,362.28333333333336,151796.16666666666,18552096.66759972,35266104.6862058,0.602519244226732,418.9984818512214,192.41197844219775,1.004795720741492,11,270,0.4653603918824353,0.0535032433178451,0,BENIGN,BENIGN,0,Monday,88
