global_position,window_id,dataset_day,attack_category,is_attack,split,model,segment_id,is_exception,allocation_reason,notes
33,20170703_1427,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
34,20170703_1428,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
35,20170703_1429,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
36,20170703_1430,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
37,20170703_1431,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
38,20170703_1432,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
39,20170703_1433,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
40,20170703_1434,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
41,20170703_1435,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
42,20170703_1436,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
43,20170703_1437,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
44,20170703_1438,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
45,20170703_1439,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
46,20170703_1440,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
47,20170703_1441,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
48,20170703_1442,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
49,20170703_1443,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
50,20170703_1444,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
51,20170703_1445,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
52,20170703_1446,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
53,20170703_1447,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
54,20170703_1448,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
55,20170703_1449,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
56,20170703_1450,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
57,20170703_1451,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
58,20170703_1452,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
59,20170703_1453,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
60,20170703_1454,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
61,20170703_1455,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
62,20170703_1456,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
63,20170703_1457,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
64,20170703_1458,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
65,20170703_1459,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
66,20170703_1500,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
67,20170703_1501,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
68,20170703_1502,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
69,20170703_1503,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
70,20170703_1504,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
71,20170703_1505,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
72,20170703_1506,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
73,20170703_1507,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
74,20170703_1508,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
75,20170703_1509,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
76,20170703_1510,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
77,20170703_1511,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
78,20170703_1512,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
79,20170703_1513,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
80,20170703_1514,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
81,20170703_1515,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
82,20170703_1516,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
83,20170703_1517,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
84,20170703_1518,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
85,20170703_1519,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
86,20170703_1520,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
87,20170703_1521,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
88,20170703_1522,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
89,20170703_1523,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
90,20170703_1524,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
91,20170703_1525,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
92,20170703_1526,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
93,20170703_1527,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
94,20170703_1528,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
95,20170703_1529,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
96,20170703_1530,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
97,20170703_1531,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
98,20170703_1532,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
99,20170703_1533,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
100,20170703_1534,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
101,20170703_1535,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
102,20170703_1536,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
103,20170703_1537,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
104,20170703_1538,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
105,20170703_1539,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
106,20170703_1540,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
107,20170703_1541,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
108,20170703_1542,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
109,20170703_1543,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
110,20170703_1544,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
111,20170703_1545,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
112,20170703_1546,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
113,20170703_1547,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
114,20170703_1548,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
115,20170703_1549,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
116,20170703_1550,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
117,20170703_1551,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
118,20170703_1552,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
119,20170703_1553,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
120,20170703_1554,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
121,20170703_1555,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
122,20170703_1556,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
123,20170703_1557,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
124,20170703_1558,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
125,20170703_1559,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
126,20170703_1600,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
127,20170703_1601,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
128,20170703_1602,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
129,20170703_1603,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
130,20170703_1604,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
131,20170703_1605,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
132,20170703_1606,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
133,20170703_1607,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
134,20170703_1608,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
135,20170703_1609,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
136,20170703_1610,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
137,20170703_1611,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
138,20170703_1612,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
139,20170703_1613,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
140,20170703_1614,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
141,20170703_1615,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
142,20170703_1616,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
143,20170703_1617,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
144,20170703_1618,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
145,20170703_1619,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
146,20170703_1620,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
147,20170703_1621,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
148,20170703_1622,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
149,20170703_1623,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
150,20170703_1624,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
151,20170703_1625,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
152,20170703_1626,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
153,20170703_1627,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
154,20170703_1628,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
155,20170703_1629,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
156,20170703_1630,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
157,20170703_1631,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
158,20170703_1632,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
159,20170703_1633,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
160,20170703_1634,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
161,20170703_1635,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
162,20170703_1636,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
163,20170703_1637,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
164,20170703_1638,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
165,20170703_1639,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
166,20170703_1640,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
167,20170703_1641,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
168,20170703_1642,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
169,20170703_1643,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
170,20170703_1644,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
171,20170703_1645,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
172,20170703_1646,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
173,20170703_1647,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
174,20170703_1648,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
175,20170703_1649,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
176,20170703_1650,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
177,20170703_1651,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
178,20170703_1652,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
179,20170703_1653,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
180,20170703_1654,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
181,20170703_1655,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
182,20170703_1656,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
183,20170703_1657,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
184,20170703_1658,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
185,20170703_1659,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
186,20170703_1700,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
187,20170703_1701,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
188,20170703_1702,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
189,20170703_1703,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
190,20170703_1704,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
191,20170703_1705,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
192,20170703_1706,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
193,20170703_1707,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
194,20170703_1708,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
195,20170703_1709,Monday,BENIGN,0,train,xgboost,Monday_GAP_001,False,Benign background traffic allocation (train),Level 2 Preferred Segment Atomicity
