global_position,window_id,dataset_day,attack_category,is_attack,split,model,segment_id,is_exception,allocation_reason,notes
16,20170703_1410,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
17,20170703_1411,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
18,20170703_1412,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
19,20170703_1413,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
20,20170703_1414,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
21,20170703_1415,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
22,20170703_1416,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
23,20170703_1417,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
24,20170703_1418,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
25,20170703_1419,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
26,20170703_1420,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
27,20170703_1421,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
28,20170703_1422,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
29,20170703_1423,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
30,20170703_1424,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
31,20170703_1425,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
32,20170703_1426,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
33,20170703_1427,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
34,20170703_1428,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
35,20170703_1429,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
36,20170703_1430,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
37,20170703_1431,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
38,20170703_1432,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
39,20170703_1433,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
40,20170703_1434,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
41,20170703_1435,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
42,20170703_1436,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
43,20170703_1437,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
44,20170703_1438,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
45,20170703_1439,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
46,20170703_1440,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
47,20170703_1441,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
48,20170703_1442,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
49,20170703_1443,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
50,20170703_1444,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
51,20170703_1445,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
52,20170703_1446,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
53,20170703_1447,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
54,20170703_1448,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
55,20170703_1449,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
56,20170703_1450,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
57,20170703_1451,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
58,20170703_1452,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
59,20170703_1453,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
60,20170703_1454,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
61,20170703_1455,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
62,20170703_1456,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
63,20170703_1457,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
64,20170703_1458,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
65,20170703_1459,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
66,20170703_1500,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
67,20170703_1501,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
68,20170703_1502,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
69,20170703_1503,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
70,20170703_1504,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
71,20170703_1505,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
72,20170703_1506,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
73,20170703_1507,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
74,20170703_1508,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
75,20170703_1509,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
76,20170703_1510,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
77,20170703_1511,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
78,20170703_1512,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
79,20170703_1513,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
80,20170703_1514,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
81,20170703_1515,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
82,20170703_1516,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
83,20170703_1517,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
84,20170703_1518,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
85,20170703_1519,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
86,20170703_1520,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
87,20170703_1521,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
88,20170703_1522,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
89,20170703_1523,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
90,20170703_1524,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
91,20170703_1525,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
92,20170703_1526,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
93,20170703_1527,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
94,20170703_1528,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
95,20170703_1529,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
96,20170703_1530,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
97,20170703_1531,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
98,20170703_1532,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
99,20170703_1533,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
100,20170703_1534,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
101,20170703_1535,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
102,20170703_1536,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
103,20170703_1537,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
104,20170703_1538,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
105,20170703_1539,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
106,20170703_1540,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
107,20170703_1541,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
108,20170703_1542,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
109,20170703_1543,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
110,20170703_1544,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
111,20170703_1545,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
112,20170703_1546,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
113,20170703_1547,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
114,20170703_1548,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
115,20170703_1549,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
116,20170703_1550,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
117,20170703_1551,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
118,20170703_1552,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
119,20170703_1553,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
120,20170703_1554,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
121,20170703_1555,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
122,20170703_1556,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
123,20170703_1557,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
124,20170703_1558,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
125,20170703_1559,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
126,20170703_1600,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
127,20170703_1601,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
128,20170703_1602,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
129,20170703_1603,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
130,20170703_1604,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
131,20170703_1605,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
132,20170703_1606,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
133,20170703_1607,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
134,20170703_1608,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
135,20170703_1609,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
136,20170703_1610,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
137,20170703_1611,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
138,20170703_1612,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
139,20170703_1613,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
140,20170703_1614,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
141,20170703_1615,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
142,20170703_1616,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
143,20170703_1617,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
144,20170703_1618,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
145,20170703_1619,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
146,20170703_1620,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
147,20170703_1621,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
148,20170703_1622,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
149,20170703_1623,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
150,20170703_1624,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
151,20170703_1625,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
152,20170703_1626,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
153,20170703_1627,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
154,20170703_1628,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
155,20170703_1629,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
156,20170703_1630,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
157,20170703_1631,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
158,20170703_1632,Monday,BENIGN,0,train,autoencoder,Monday_GAP_001,False,Pure benign baseline training (Level 3 Purity),Strict Level 3 Benign Purity (Zero attack contamination in Train)
