window_id,window_start,window_end,date,day_name,window_index,flow_count,packet_rate,byte_rate,mean_flow_duration,std_flow_duration,short_flow_ratio,mean_packet_size,packet_length_variability,fwd_bwd_packet_ratio,unique_dst_ports,unique_dst_ips,tcp_flow_ratio,syn_packet_ratio,is_attack_window,attack_category,attack_categories_present
20170703_1405,2017-07-03 14:05:00,2017-07-03 14:05:59,2017-07-03,Monday,10,255,55.6,32587.316666666666,16675635.290196078,30404982.752581425,0.6509803921568628,586.1028177458033,139.5132930141826,1.0322777101096223,16,58,0.2196078431372549,0.029376498800959234,0,BENIGN,BENIGN
20170703_1406,2017-07-03 14:06:00,2017-07-03 14:06:59,2017-07-03,Monday,11,2072,536.0666666666667,301686.31666666665,12750383.504826255,31486985.856203955,0.7625482625482626,562.7776085064047,143.383737289697,0.8469710020097617,15,205,0.22924710424710426,0.029909215271732372,0,BENIGN,BENIGN
20170703_1407,2017-07-03 14:07:00,2017-07-03 14:07:59,2017-07-03,Monday,12,476,96.85,19906.95,19122259.094537817,37090387.28107923,0.6911764705882353,205.54414042333505,153.93974956739083,1.1890772128060263,21,87,0.29411764705882354,0.049044914816726896,0,BENIGN,BENIGN
20170703_1408,2017-07-03 14:08:00,2017-07-03 14:08:59,2017-07-03,Monday,13,183,62.13333333333333,22426.7,18568646.644808743,33435859.737642903,0.6284153005464481,360.94474248927037,188.45634901306974,1.4120310478654592,18,55,0.4972677595628415,0.04774678111587983,0,BENIGN,BENIGN
20170703_1409,2017-07-03 14:09:00,2017-07-03 14:09:59,2017-07-03,Monday,14,697,150.31666666666666,75595.05,18360670.678622667,36220886.64849666,0.6857962697274032,502.9053110100898,102.88786871023872,1.1344060577378134,16,117,0.1951219512195122,0.022840669697305686,0,BENIGN,BENIGN
20170703_1410,2017-07-03 14:10:00,2017-07-03 14:10:59,2017-07-03,Monday,15,374,275.4,240879.3,10235407.323529411,28264604.76442228,0.7754010695187166,874.6525054466231,201.81638217524113,0.9079782934995959,23,58,0.2647058823529412,0.012164124909222949,0,BENIGN,BENIGN
20170703_1411,2017-07-03 14:11:00,2017-07-03 14:11:59,2017-07-03,Monday,16,491,85.18333333333334,27854.983333333334,19356746.763747454,34397566.983684346,0.7006109979633401,327.0003913128546,134.47980006026776,1.003920031360251,11,108,0.2240325865580448,0.04030522402660927,0,BENIGN,BENIGN
20170703_1412,2017-07-03 14:12:00,2017-07-03 14:12:59,2017-07-03,Monday,17,480,396.1333333333333,344980.5,11973662.502083333,29208253.24595431,0.7,870.8696566812521,165.33892572611583,0.8942460949952183,15,70,0.2625,0.010181756984180411,0,BENIGN,BENIGN
20170703_1413,2017-07-03 14:13:00,2017-07-03 14:13:59,2017-07-03,Monday,18,202,5573.083333333333,7035934.216666667,32145376.886138614,38698414.46275291,0.46534653465346537,1262.485018765794,87.75333066367523,0.7561459804946195,12,80,0.35148514851485146,0.00018840558039385737,0,BENIGN,BENIGN
20170703_1414,2017-07-03 14:14:00,2017-07-03 14:14:59,2017-07-03,Monday,19,977,331.6333333333333,217878.96666666667,17269164.71238485,34742952.53945956,0.7001023541453428,656.9875364358227,175.49719312043615,0.8362092830119037,10,134,0.24872057318321392,0.023972258518444065,0,BENIGN,BENIGN
20170703_1415,2017-07-03 14:15:00,2017-07-03 14:15:59,2017-07-03,Monday,20,1675,9172.083333333334,11330469.466666667,14867391.07641791,33620654.47499315,0.7259701492537314,1235.321251987462,172.9534024403611,0.7543290319290014,18,225,0.2853731343283582,0.0017226184527324763,0,BENIGN,BENIGN
20170703_1416,2017-07-03 14:16:00,2017-07-03 14:16:59,2017-07-03,Monday,21,416,85.45,21027.733333333334,25471344.685096152,38610834.47262228,0.5192307692307693,246.08230934269554,149.19849452905174,1.1402337228714525,12,101,0.43990384615384615,0.05929393407450751,0,BENIGN,BENIGN
20170703_1417,2017-07-03 14:17:00,2017-07-03 14:17:59,2017-07-03,Monday,22,533,8322.416666666666,10494503.083333334,20220630.838649157,36600605.495942816,0.6191369606003753,1260.9922698735343,173.74536226303212,0.7572519997325479,16,106,0.3602251407129456,0.000628823759124453,0,BENIGN,BENIGN
20170703_1418,2017-07-03 14:18:00,2017-07-03 14:18:59,2017-07-03,Monday,23,1317,511.6166666666667,339852.9166666667,16008476.985573273,33807853.221661344,0.6492027334851936,664.2725673518585,165.6804159652829,0.9492031240078735,16,242,0.35079726651480636,0.027071049288204058,0,BENIGN,BENIGN
20170703_1419,2017-07-03 14:19:00,2017-07-03 14:19:59,2017-07-03,Monday,24,529,7630.916666666667,9631207.816666666,23997558.875236295,42385465.18079211,0.6351606805293005,1262.1298642583351,161.2352954383862,0.7583470947425016,19,130,0.4007561436672968,0.0007884592283583231,0,BENIGN,BENIGN
20170703_1420,2017-07-03 14:20:00,2017-07-03 14:20:59,2017-07-03,Monday,25,585,294.06666666666666,223233.03333333333,15397155.565811966,31469036.562647652,0.6632478632478632,759.1238948084334,160.10524964610616,0.832294911734164,19,110,0.3094017094017094,0.01836318295171163,0,BENIGN,BENIGN
20170703_1421,2017-07-03 14:21:00,2017-07-03 14:21:59,2017-07-03,Monday,26,1329,1602.7833333333333,1775715.3333333333,14346660.811136192,33090786.23660863,0.744920993227991,1107.8948079902668,171.27232459351515,0.8114486993539152,24,203,0.2626034612490594,0.007538968669086069,0,BENIGN,BENIGN
20170703_1422,2017-07-03 14:22:00,2017-07-03 14:22:59,2017-07-03,Monday,27,624,231.45,112684.51666666666,18299048.392628204,36437803.73203164,0.6682692307692307,486.8633254122561,196.0770732992302,0.8944209521211295,11,108,0.3173076923076923,0.026067545186145315,0,BENIGN,BENIGN
20170703_1423,2017-07-03 14:23:00,2017-07-03 14:23:59,2017-07-03,Monday,28,324,73.93333333333334,34387.98333333333,20852793.09567901,36441314.49610053,0.595679012345679,465.12150586113614,118.78265218773065,1.0095108695652173,12,102,0.36419753086419754,0.030658250676284943,0,BENIGN,BENIGN
20170703_1424,2017-07-03 14:24:00,2017-07-03 14:24:59,2017-07-03,Monday,29,2227,787.6666666666666,477831.86666666664,18757439.280197576,37449478.88366436,0.6470588235294118,606.642234447736,186.29499473071272,0.8896085722282195,24,289,0.33812303547373146,0.03121032585696149,0,BENIGN,BENIGN
20170703_1425,2017-07-03 14:25:00,2017-07-03 14:25:59,2017-07-03,Monday,30,529,124.98333333333333,41656.76666666667,17040351.797731567,35947919.55040348,0.6616257088846881,333.2985731430857,165.6263174279121,1.0314192849404118,14,121,0.3761814744801512,0.047472996399519934,0,BENIGN,BENIGN
20170703_1426,2017-07-03 14:26:00,2017-07-03 14:26:59,2017-07-03,Monday,31,1027,1050.8166666666666,957911.4333333333,15556388.210321324,32993311.12859806,0.697176241480039,911.5875906041333,114.23911851689434,0.8384068112899463,13,186,0.2901655306718598,0.007359355421973386,0,BENIGN,BENIGN
20170703_1427,2017-07-03 14:27:00,2017-07-03 14:27:59,2017-07-03,Monday,32,688,399.73333333333335,319850.7166666667,20467449.63226744,37471716.52213849,0.6031976744186046,800.1602318212141,192.43080527813854,0.8957477078722732,11,140,0.35319767441860467,0.01776184122748499,0,BENIGN,BENIGN
20170703_1428,2017-07-03 14:28:00,2017-07-03 14:28:59,2017-07-03,Monday,33,1308,4722.466666666666,6765153.733333333,18698837.96788991,34508371.31359818,0.5825688073394495,1432.5466352329997,205.05577828201615,0.802165022547018,21,248,0.3570336391437309,0.0032821830399367563,0,BENIGN,BENIGN
20170703_1429,2017-07-03 14:29:00,2017-07-03 14:29:59,2017-07-03,Monday,34,1494,575.5833333333334,425084.06666666665,18632846.129852746,37071856.547007404,0.6345381526104418,738.5274069784277,204.3870166340716,0.9640582347588716,12,229,0.3808567603748327,0.03130157810916462,0,BENIGN,BENIGN
20170703_1430,2017-07-03 14:30:00,2017-07-03 14:30:59,2017-07-03,Monday,35,1386,935.1166666666667,776493.9166666666,11152530.702741703,29288981.970985208,0.8217893217893217,830.3711658081879,373.9508257667726,0.8833876002819644,13,162,0.670995670995671,0.0311904040494056,0,BENIGN,BENIGN
20170703_1431,2017-07-03 14:31:00,2017-07-03 14:31:59,2017-07-03,Monday,36,1035,214.41666666666666,81941.88333333333,8980412.499516908,25847401.245686177,0.8473429951690822,382.1619121647882,274.6346768318645,1.103318620238679,15,127,0.553623188405797,0.0777302759424796,0,BENIGN,BENIGN
20170703_1432,2017-07-03 14:32:00,2017-07-03 14:32:59,2017-07-03,Monday,37,439,70.88333333333334,11230.016666666666,16109080.161731208,30758990.869655695,0.6332574031890661,158.42957912062073,102.29198546682885,1.1398390342052314,12,106,0.33029612756264237,0.03244768398777333,0,BENIGN,BENIGN
20170703_1433,2017-07-03 14:33:00,2017-07-03 14:33:59,2017-07-03,Monday,38,1041,8899.533333333333,10926797.016666668,10853990.869356388,24136845.261662077,0.7348703170028819,1227.7943806042265,218.72500414763812,0.7592505345558657,24,210,0.47166186359269935,0.0018221929239735416,0,BENIGN,BENIGN
20170703_1434,2017-07-03 14:34:00,2017-07-03 14:34:59,2017-07-03,Monday,39,1017,342.05,207263.31666666668,15588906.647000983,35037445.53968826,0.7620452310717798,605.9445012912342,156.95136031044666,0.8806927517639512,22,110,0.2487708947885939,0.025629781221069046,0,BENIGN,BENIGN
20170703_1435,2017-07-03 14:35:00,2017-07-03 14:35:59,2017-07-03,Monday,40,353,8512.65,10673695.75,23943543.847025495,34661262.91163954,0.5807365439093485,1253.86286878939,155.55771445425765,0.7540015865548065,7,121,0.2804532577903683,0.00035045882696144366,0,BENIGN,BENIGN
20170703_1436,2017-07-03 14:36:00,2017-07-03 14:36:59,2017-07-03,Monday,41,194,79.93333333333334,53588.433333333334,17649803.70103093,33875787.805952474,0.6391752577319587,670.4140950792327,144.39102581916924,0.9531758957654723,12,40,0.34536082474226804,0.02335279399499583,0,BENIGN,BENIGN
20170703_1437,2017-07-03 14:37:00,2017-07-03 14:37:59,2017-07-03,Monday,42,881,8472.633333333333,10490293.1,21175852.968217935,38661426.886797346,0.6753688989784336,1238.138449675229,110.84998935922486,0.7502521957383224,14,137,0.2690124858115778,0.0007435704759244469,0,BENIGN,BENIGN
20170703_1438,2017-07-03 14:38:00,2017-07-03 14:38:59,2017-07-03,Monday,43,1285,433.93333333333334,247753.81666666668,16776950.701945525,33936781.90726663,0.6443579766536965,570.949032109387,216.9179169589776,0.9163170677853831,14,185,0.3587548638132296,0.03648793977569519,0,BENIGN,BENIGN
20170703_1439,2017-07-03 14:39:00,2017-07-03 14:39:59,2017-07-03,Monday,44,1208,8615.483333333334,10618382.633333333,21196084.303807948,36774367.49987782,0.5802980132450332,1232.476719239973,207.82663352084313,0.7610026469716532,11,245,0.39403973509933776,0.0017120339543728442,0,BENIGN,BENIGN
20170703_1440,2017-07-03 14:40:00,2017-07-03 14:40:59,2017-07-03,Monday,45,855,175.35,54316.2,16029588.197660819,35789105.428894594,0.7216374269005847,309.7587681779299,127.34474170508692,1.0578916487385097,14,117,0.30058479532163745,0.03877958368976333,0,BENIGN,BENIGN
20170703_1441,2017-07-03 14:41:00,2017-07-03 14:41:59,2017-07-03,Monday,46,611,7317.283333333334,9083570.45,23865592.412438624,41345586.17951161,0.6284779050736498,1241.3856394791328,152.36163269925822,0.7550708763401744,12,148,0.33387888707037644,0.0006195377610543075,0,BENIGN,BENIGN
20170703_1442,2017-07-03 14:42:00,2017-07-03 14:42:59,2017-07-03,Monday,47,762,225.6,82101.46666666666,29755390.968503937,44327650.213617116,0.5485564304461942,363.92494089834514,191.1231713043578,1.039011899382437,11,161,0.40813648293963256,0.04210992907801418,0,BENIGN,BENIGN
20170703_1443,2017-07-03 14:43:00,2017-07-03 14:43:59,2017-07-03,Monday,48,1964,434.3833333333333,144939.8,15798663.962830957,34811882.28840433,0.6705702647657841,333.6679584084718,175.5114324466622,0.9826563213144682,10,244,0.3579429735234216,0.05145225031654069,0,BENIGN,BENIGN
20170703_1444,2017-07-03 14:44:00,2017-07-03 14:44:59,2017-07-03,Monday,49,476,197.0,128612.11666666667,24502044.31512605,39706975.90842152,0.5945378151260504,652.8533840947547,106.17080656458232,0.8147067853853239,11,117,0.2857142857142857,0.015736040609137057,0,BENIGN,BENIGN
20170703_1445,2017-07-03 14:45:00,2017-07-03 14:45:59,2017-07-03,Monday,50,2315,776.6833333333333,521414.7833333333,19392151.86047516,37713516.42236857,0.6302375809935206,671.335100105148,148.69223075009467,0.8359531970216286,19,301,0.30842332613390927,0.029892062402094376,0,BENIGN,BENIGN
20170703_1446,2017-07-03 14:46:00,2017-07-03 14:46:59,2017-07-03,Monday,51,1270,353.4,201913.96666666667,14128823.266141733,31770353.585941684,0.7110236220472441,571.3468213544614,95.25944922080289,0.9110490266762797,35,174,0.24173228346456693,0.025466893039049237,0,BENIGN,BENIGN
20170703_1447,2017-07-03 14:47:00,2017-07-03 14:47:59,2017-07-03,Monday,52,1765,410.78333333333336,200930.06666666668,14554602.460056657,33538830.201590497,0.6963172804532578,489.1387998539376,146.27104425574285,0.954639175257732,30,208,0.26628895184135976,0.03578528827037773,0,BENIGN,BENIGN
20170703_1448,2017-07-03 14:48:00,2017-07-03 14:48:59,2017-07-03,Monday,53,1107,7231.666666666667,10583615.816666666,22230882.128274616,38869355.38121129,0.5718157181571816,1463.50990781286,163.3069738015415,0.8578505673303362,17,211,0.35953026196928634,0.0015717907351924406,0,BENIGN,BENIGN
20170703_1449,2017-07-03 14:49:00,2017-07-03 14:49:59,2017-07-03,Monday,54,3152,642.4666666666667,233937.85,13482920.694162436,31571593.298196144,0.6963832487309645,364.1244941371796,157.2895520323512,1.0061930783242259,26,377,0.287753807106599,0.04640967105945834,0,BENIGN,BENIGN
20170703_1450,2017-07-03 14:50:00,2017-07-03 14:50:59,2017-07-03,Monday,55,851,261.8333333333333,129968.83333333333,25245409.871915393,41352831.35457607,0.5475910693301997,496.38001273074474,153.66749586796385,1.022007722007722,28,202,0.36662749706227965,0.03195416931890516,0,BENIGN,BENIGN
20170703_1451,2017-07-03 14:51:00,2017-07-03 14:51:59,2017-07-03,Monday,56,1478,303.06666666666666,101595.35,16646527.99661705,33950436.10606861,0.6163734776725305,335.22442806863177,149.94991137946468,1.0038567493112949,19,288,0.36874154262516917,0.04960404751429828,0,BENIGN,BENIGN
20170703_1452,2017-07-03 14:52:00,2017-07-03 14:52:59,2017-07-03,Monday,57,1640,346.1666666666667,147109.46666666667,12783258.160365853,32458844.551203884,0.7585365853658537,424.9671641791045,194.78168699674683,0.9676960970064419,18,144,0.33963414634146344,0.04978334135772749,0,BENIGN,BENIGN
20170703_1453,2017-07-03 14:53:00,2017-07-03 14:53:59,2017-07-03,Monday,58,1751,419.5833333333333,176216.98333333334,16203880.956596231,33751059.73179029,0.663049685893775,419.98089374379344,163.45148896537088,0.9452943903569773,18,326,0.3792118789263278,0.049096325719960275,0,BENIGN,BENIGN
20170703_1454,2017-07-03 14:54:00,2017-07-03 14:54:59,2017-07-03,Monday,59,1023,291.28333333333336,155544.85,15678514.873900292,34731547.79426703,0.6627565982404692,533.9984551124335,133.02211667023647,0.872107969151671,23,144,0.34506353861192574,0.03278594724495051,0,BENIGN,BENIGN
20170703_1455,2017-07-03 14:55:00,2017-07-03 14:55:59,2017-07-03,Monday,60,1153,217.06666666666666,62724.96666666667,16908117.717259325,36114756.65966339,0.6418039895923677,288.96636977886976,103.88625384620313,1.0162538699690402,19,184,0.3044232437120555,0.04437960687960688,0,BENIGN,BENIGN
20170703_1456,2017-07-03 14:56:00,2017-07-03 14:56:59,2017-07-03,Monday,61,471,81.66666666666667,29526.85,14179293.146496816,31078323.85133213,0.5626326963906582,361.55326530612246,91.601373506242,1.1234835355285961,18,87,0.35668789808917195,0.045714285714285714,0,BENIGN,BENIGN
20170703_1457,2017-07-03 14:57:00,2017-07-03 14:57:59,2017-07-03,Monday,62,751,181.7,87859.56666666667,16155788.235685753,33797729.0886365,0.6125166444740346,483.5419189139607,118.80619727636451,1.0023875114784206,17,134,0.30892143808255657,0.037149146945514584,0,BENIGN,BENIGN
20170703_1458,2017-07-03 14:58:00,2017-07-03 14:58:59,2017-07-03,Monday,63,1366,413.03333333333336,215290.85,18536198.187408492,35833895.8912369,0.6171303074670571,521.2432814139295,171.35586566743694,0.8905332214509116,29,204,0.33382137628111275,0.035186829150189655,0,BENIGN,BENIGN
20170703_1459,2017-07-03 14:59:00,2017-07-03 14:59:59,2017-07-03,Monday,64,1552,377.65,145803.36666666667,19201789.25579897,36893714.28949296,0.6237113402061856,386.08067434573456,165.74366068324468,0.9920879120879121,22,249,0.3286082474226804,0.043205790193742,0,BENIGN,BENIGN
20170703_1500,2017-07-03 15:00:00,2017-07-03 15:00:59,2017-07-03,Monday,65,1216,257.1666666666667,120553.38333333333,13501515.63486842,26935653.92071736,0.5978618421052632,468.7753078418665,159.33518571581445,0.9204729309271935,27,208,0.32730263157894735,0.046921581335061566,0,BENIGN,BENIGN
20170703_1501,2017-07-03 15:01:00,2017-07-03 15:01:59,2017-07-03,Monday,66,2076,629.9666666666667,297691.1666666667,16711367.381984586,35380405.83958023,0.6526974951830443,472.5506640562993,189.51745429612598,0.9388079606073041,27,265,0.42678227360308285,0.042727128419493096,0,BENIGN,BENIGN
20170703_1502,2017-07-03 15:02:00,2017-07-03 15:02:59,2017-07-03,Monday,67,1237,423.01666666666665,275317.26666666666,12666945.481002426,28481376.880197562,0.6475343573160873,650.8425987943738,217.12034145282885,0.8232885568565477,11,206,0.4624090541632983,0.04018754186202277,0,BENIGN,BENIGN
20170703_1503,2017-07-03 15:03:00,2017-07-03 15:03:59,2017-07-03,Monday,68,1451,391.6,123257.48333333334,7148095.21984838,22823872.61825053,0.7767057201929704,314.753532516173,238.74580161239072,1.191884328358209,9,229,0.5740868366643694,0.06788389513108614,0,BENIGN,BENIGN
20170703_1504,2017-07-03 15:04:00,2017-07-03 15:04:59,2017-07-03,Monday,69,790,258.1333333333333,138306.6,14979826.11392405,32290773.508092687,0.6012658227848101,535.7951962809917,198.15392568901183,0.9748820604360576,14,164,0.5430379746835443,0.042678202479338845,0,BENIGN,BENIGN
20170703_1505,2017-07-03 15:05:00,2017-07-03 15:05:59,2017-07-03,Monday,70,706,203.6,111262.03333333334,15293633.007082153,32370480.970342617,0.6388101983002833,546.4736411263916,150.11608294864183,0.8666157372039724,11,104,0.37110481586402266,0.039047151277013754,0,BENIGN,BENIGN
20170703_1506,2017-07-03 15:06:00,2017-07-03 15:06:59,2017-07-03,Monday,71,1843,457.9166666666667,165928.0,19900441.255561583,39933296.08242332,0.6663049376017363,362.3541401273885,216.44333016271761,1.0388839418224993,12,247,0.44872490504612045,0.05870791628753412,0,BENIGN,BENIGN
20170703_1507,2017-07-03 15:07:00,2017-07-03 15:07:59,2017-07-03,Monday,72,438,160.1,82910.73333333334,25319164.351598173,41774278.63005148,0.4452054794520548,517.8684155735998,187.72802081985557,1.0081521739130435,11,90,0.541095890410959,0.043930876535498646,0,BENIGN,BENIGN
20170703_1508,2017-07-03 15:08:00,2017-07-03 15:08:59,2017-07-03,Monday,73,1828,415.06666666666666,147280.43333333332,14973767.463894967,34103430.78904535,0.7089715536105032,354.8356087375522,178.2324758650324,1.0464256368118323,11,217,0.3490153172866521,0.0478236427883071,0,BENIGN,BENIGN
20170703_1509,2017-07-03 15:09:00,2017-07-03 15:09:59,2017-07-03,Monday,74,860,223.7,84208.4,13384825.820930233,27558485.627311278,0.5720930232558139,376.4345105051408,246.56462933756887,1.0685775928494374,12,175,0.55,0.06578751303829533,0,BENIGN,BENIGN
20170703_1510,2017-07-03 15:10:00,2017-07-03 15:10:59,2017-07-03,Monday,75,1461,417.53333333333336,212516.25,13245854.70020534,31027521.618449606,0.6543463381245722,508.9803209324605,179.80101214230174,0.9236025798525799,12,213,0.39698836413415467,0.044826760338495926,0,BENIGN,BENIGN
20170703_1511,2017-07-03 15:11:00,2017-07-03 15:11:59,2017-07-03,Monday,76,628,268.95,167367.2,18471724.960191082,35764313.78138412,0.5095541401273885,622.2985685071575,202.02768155232724,0.9248568702290076,13,141,0.5031847133757962,0.032533928239449714,0,BENIGN,BENIGN
20170703_1512,2017-07-03 15:12:00,2017-07-03 15:12:59,2017-07-03,Monday,77,619,116.61666666666666,23311.033333333333,10377947.604200322,25069625.84748691,0.691437802907916,199.89452622552523,195.05904704738379,1.2698670126500162,9,141,0.5250403877221325,0.08789481206231242,0,BENIGN,BENIGN
20170703_1513,2017-07-03 15:13:00,2017-07-03 15:13:59,2017-07-03,Monday,78,899,380.03333333333336,225978.2,16929032.47942158,35424530.1805886,0.6373748609566184,594.627313393562,209.98924540780038,0.907721910817368,15,166,0.45383759733036705,0.03337426541531444,0,BENIGN,BENIGN
20170703_1514,2017-07-03 15:14:00,2017-07-03 15:14:59,2017-07-03,Monday,79,1085,255.21666666666667,108562.73333333334,13146921.112442397,31996196.588187367,0.6700460829493088,425.3747795990335,159.70167966057335,0.9399543957436027,16,149,0.36036866359447006,0.050153464376673416,0,BENIGN,BENIGN
20170703_1515,2017-07-03 15:15:00,2017-07-03 15:15:59,2017-07-03,Monday,80,262,83.13333333333334,31100.983333333334,14769505.73664122,30239015.656213883,0.4312977099236641,374.10966319166,170.6813580651574,1.1606756171502814,14,74,0.6259541984732825,0.05813953488372093,0,BENIGN,BENIGN
20170703_1516,2017-07-03 15:16:00,2017-07-03 15:16:59,2017-07-03,Monday,81,367,71.41666666666667,18549.2,14745431.997275203,31543225.321128342,0.5749318801089919,259.7320886814469,162.13961472985392,1.1323383084577114,8,92,0.4332425068119891,0.06254375729288214,0,BENIGN,BENIGN
20170703_1517,2017-07-03 15:17:00,2017-07-03 15:17:59,2017-07-03,Monday,82,745,307.2,172610.65,16188142.667114094,34592053.44354966,0.610738255033557,561.8836263020834,210.48613114969527,0.9474907554146856,11,144,0.487248322147651,0.03624131944444445,0,BENIGN,BENIGN
20170703_1518,2017-07-03 15:18:00,2017-07-03 15:18:59,2017-07-03,Monday,83,666,278.75,167882.73333333334,18431041.855855856,37090802.292182475,0.5480480480480481,602.2698953662182,186.42192343286882,0.8107610696113456,11,101,0.45345345345345345,0.035216741405082214,0,BENIGN,BENIGN
20170703_1519,2017-07-03 15:19:00,2017-07-03 15:19:59,2017-07-03,Monday,84,1232,339.6,163762.36666666667,14827391.845779222,30542330.40431254,0.6071428571428571,482.22133882999606,184.0357253211346,0.9410363878834064,12,249,0.3887987012987013,0.046868865331762856,0,BENIGN,BENIGN
20170703_1520,2017-07-03 15:20:00,2017-07-03 15:20:59,2017-07-03,Monday,85,908,168.31666666666666,51002.9,14110786.5,30470849.15686817,0.6365638766519823,303.0175264877711,176.79125356589753,1.0268914308649408,11,164,0.3623348017621145,0.06168927616595703,0,BENIGN,BENIGN
20170703_1521,2017-07-03 15:21:00,2017-07-03 15:21:59,2017-07-03,Monday,86,880,228.31666666666666,82645.0,18673317.614772726,35464206.72581373,0.5170454545454546,361.97532666618,189.73726591082539,1.0423375074537866,14,208,0.475,0.05518650996423097,0,BENIGN,BENIGN
20170703_1522,2017-07-03 15:22:00,2017-07-03 15:22:59,2017-07-03,Monday,87,1429,362.28333333333336,151796.16666666666,18552096.66759972,35266104.6862058,0.602519244226732,418.9984818512214,192.41197844219778,1.0047957207414921,11,270,0.4653603918824353,0.05350324331784515,0,BENIGN,BENIGN
20170703_1523,2017-07-03 15:23:00,2017-07-03 15:23:59,2017-07-03,Monday,88,1986,467.45,192637.26666666666,13504562.39979859,31453019.38412861,0.6933534743202417,412.1023995436232,173.54717922515584,0.9971518086015381,14,266,0.33131923464249746,0.04642207722751096,0,BENIGN,BENIGN
20170703_1524,2017-07-03 15:24:00,2017-07-03 15:24:59,2017-07-03,Monday,89,673,400.46666666666664,301510.98333333334,21603480.1307578,36229080.80052847,0.4635958395245171,752.8990760779091,217.87239847001084,0.7921390214797136,8,163,0.5557206537890045,0.025553520892292327,0,BENIGN,BENIGN
20170703_1525,2017-07-03 15:25:00,2017-07-03 15:25:59,2017-07-03,Monday,90,2102,442.48333333333335,147629.08333333334,13647185.205994291,32208279.67164883,0.6931493815413892,333.63761346943386,170.130052078596,1.0208555335667528,10,279,0.34776403425309227,0.05115070247466948,0,BENIGN,BENIGN
20170703_1526,2017-07-03 15:26:00,2017-07-03 15:26:59,2017-07-03,Monday,91,271,52.1,8357.333333333334,14237282.870848708,30794451.77729025,0.5018450184501845,160.40946896992963,159.16881201008826,1.2610267534345625,10,86,0.6088560885608856,0.07709532949456174,0,BENIGN,BENIGN
